0.000000000000000000e+00,-7.280650352589087326e+00,-9.501261286314469645e-01,-9.372203392117753884e-01,-3.232724176434552121e-01,5.416999796689098368e+00,3.658618084044597651e+00,6.772680365330733920e+00,3.868223133942906067e+00,-5.751936969943825417e+00,-1.740982758276699016e+00,-8.646129919642112638e-01,-5.725793925071295476e+00,-3.738519424197465302e+00,2.775561776483521204e+00,-4.257685756322793225e+00
0.000000000000000000e+00,-8.548593886447571677e+00,-5.650337977182606775e-01,-6.223492787698837736e-01,-8.231008102887252820e-01,6.366530165124267171e+00,2.654690703343026925e+00,6.844263708364900722e+00,-6.789055091615073811e-01,-6.236855760711506491e+00,2.869777526271533041e-01,-3.396319200631334301e+00,-5.337447884747541949e+00,-3.524237722895223079e+00,3.178160292754233507e-01,-4.160558125050870082e+00
0.000000000000000000e+00,-8.062232291200619017e+00,-1.606138906145818002e+00,-3.356964945638779341e+00,1.334520292133032582e+00,4.877330940421989780e+00,4.649626704892361850e+00,6.570526930538403754e+00,4.122033749322668861e+00,-5.649260703250218896e+00,-1.377738769911642125e+00,5.209260686984690247e-01,-5.445185175425275581e+00,-3.125541568166220863e+00,2.188013243799290297e+00,-5.791043804221839508e+00
0.000000000000000000e+00,-6.686057089716670454e+00,-1.726511800868742119e+00,-7.299599171764576955e-01,-1.300935228149230571e+00,4.643470012837398464e+00,2.566981206197290089e+00,5.918950114440054477e+00,2.857224285856368784e+00,-4.006301427068273746e+00,-1.115487256252048365e+00,-1.829309526019326615e+00,-4.123853119105667098e+00,-2.663365429214353153e+00,2.725829711609390582e+00,-3.216406410687773665e+00
0.000000000000000000e+00,-7.797220206598526104e+00,1.111602505813488406e+00,-1.157631420865275818e+00,1.193825599360090611e-01,6.720324558190454489e+00,3.922186088741171250e+00,5.488034176979414092e+00,3.306218095512142519e+00,-6.234453676906454689e+00,-2.437413312723835546e+00,-2.675637099467228275e+00,-5.120968475661312524e+00,-5.529641883812445258e+00,3.077268013917539680e+00,-2.687899685142253414e+00
0.000000000000000000e+00,-1.178047194390968144e+01,1.017152831227034149e+00,-4.344607953378917031e+00,1.652650565594031340e+00,7.418678454081133467e+00,4.536138215330681511e+00,8.533495591838439864e+00,-8.202056222438314226e-01,-7.845513189419086153e+00,-3.031634398202762704e-01,-4.454006641870598138e-01,-7.900357939733105184e+00,-5.923890225563293477e+00,-4.843626877264097241e-01,-5.570763791077398608e+00
0.000000000000000000e+00,-8.511399661741256395e+00,-1.358779221392338421e+00,-1.184718594067150521e+00,-2.510018349518344127e+00,7.211420937756214400e+00,3.832593289243200196e+00,8.716342666988985854e+00,1.938746371537104274e+00,-6.401039156136289598e+00,-3.182215367820465879e+00,-2.773615288248730160e+00,-6.700705295202733502e+00,-3.324095990552413227e+00,3.811841397357766503e+00,-5.368126932701995813e+00
0.000000000000000000e+00,-7.871371001428803638e+00,1.778599452264544856e-01,-1.827941896770198804e+00,-8.959376331112287595e-01,6.156065326895068246e+00,3.556961734421512755e+00,8.707698941152411720e+00,-2.330391487890721113e-03,-5.799202678386222942e+00,-3.046471470463866904e+00,7.897044451613571825e-01,-6.497687860576947472e+00,-2.361077207281171653e+00,1.600785799902139317e+00,-5.298715850280840911e+00
0.000000000000000000e+00,-7.071597729726867954e+00,-2.865575915604406249e-02,-1.048928437372934619e+00,-1.997199179779952649e+00,5.801837357841195697e+00,3.291649305715335316e+00,8.034336330809988880e+00,8.065801106416281563e-01,-6.280341726594143914e+00,-2.681319619121628417e+00,3.351263554360924268e-01,-6.167521782201771607e+00,-2.698561101079241187e+00,1.735314740171452819e+00,-4.495215851335228052e+00
0.000000000000000000e+00,-7.165306577199911153e+00,-4.084549016821703571e-01,-1.860808208822163357e+00,-4.055332178930081133e-01,5.926701368838872774e+00,3.591489651431740260e+00,8.416130481920415463e+00,1.326742290284506076e+00,-5.405401785002052151e+00,-3.759190567574936193e+00,1.308720680545719439e+00,-6.806836964115799304e+00,-1.266304027869780136e+00,2.100906543172010643e+00,-6.311324095103721277e+00
