1.000000000000000000e+00,-3.710536979996765794e-01,1.492927120759915205e+01,4.680887737191664399e+00,-2.785319645530387689e+00,-8.291594269127386951e+00,5.160566870192747402e+00,-3.219276212690957095e+01,-1.446804685318284811e+01,9.567442202041368304e+00,-1.199277793084754684e+01,2.226947288421813553e+01,3.884321401133867369e+01,-1.346289102876324861e+00,-1.790987078638656627e+01,-5.743564733553849777e+00,9.775878824326200700e+00,-2.290154749635106057e+01,9.710696889619134353e+00,-2.445856911289630276e+01,9.616046587146186653e+00
1.000000000000000000e+00,-6.035242486379450710e-01,1.122402236690295396e+01,-3.425572251504546806e+00,-2.801094878817179890e+00,-5.367366575973438358e+00,6.132213668487011660e+00,-2.123507989772419435e+01,-2.746322301772159591e+01,1.161300215401379354e+01,-1.537175802683950110e+01,1.817971159140738990e+01,3.832283083412044533e+01,2.455654254600440289e+00,-2.334170664087870151e+01,-1.230972656824868672e+01,1.412324451523308966e+01,-2.204566975260548034e+01,2.655057059804530439e+00,-2.577798607212370285e+01,1.395085616428236008e+01
1.000000000000000000e+00,9.474108604434150038e+00,8.299320372024858727e+00,-8.034545109555276454e+00,1.289293701788870372e+00,-5.095141754437610970e+00,5.523515196652987846e+00,-2.737981012996705843e+01,-1.348798678524618033e+01,8.239479840507241803e+00,-1.487884373459535148e+01,8.262631491109056370e+00,3.556997672808874711e+01,2.043851577057880675e+00,-2.307228489257948922e+01,-1.188143658634481348e+01,5.212916962920631114e+00,1.345333107082300472e+00,3.085682861571234170e+00,-2.234759097427517105e+01,1.328560356172473078e+01
1.000000000000000000e+00,3.548395236574104494e+00,9.953495273537235732e+00,-2.981061475796590088e+00,-6.839961834737324331e+00,-2.986770572441932003e+00,7.705960024570496003e+00,-2.803662088567391919e+01,-2.638368274462975194e+01,1.393844933968336264e+01,-1.854209209865102181e+01,1.041867895706821301e+01,4.229808135768054456e+01,2.062734939004055690e+00,-2.362615449271884671e+01,-1.613533750923549093e+01,1.286851998138918063e+01,-1.263940738943241548e+01,6.308054370993971816e-01,-2.481265491430948344e+01,1.265232133756557431e+01
1.000000000000000000e+00,-5.232806913281526917e-01,1.223425147299765570e+01,-4.743913537684450787e+00,-6.029492602201269591e+00,-2.959379234920238133e+00,1.456880455402417773e+01,-1.925493130127046015e+01,-2.461224117707501335e+01,1.090901601771940577e+01,-1.364830249760403014e+01,8.301175470371166654e+00,4.201677814348289530e+01,5.090319519568904383e+00,-2.649221970072982657e+01,-1.951782319496217610e+01,1.314868616446636906e+01,-1.362855240889561870e+01,7.963668546255462388e-01,-2.422498552171986574e+01,1.361019847485449397e+01
1.000000000000000000e+00,5.715128893004129296e+00,1.105579765976211881e+01,-1.079464704275937770e+00,-3.483393937516106931e+00,-1.876694224489467544e+00,8.250516185257003698e+00,-2.215575467984368885e+01,-2.320315579677987472e+01,1.804652236329773274e+01,-2.001627165788432805e+01,8.826732046876839988e+00,4.188078915939556879e+01,8.977074786327101208e+00,-2.497553750076518497e+01,-1.339996630181651938e+01,1.219622485666589995e+01,-1.113159695325375864e+01,3.725300626829639583e-01,-2.168683276468904708e+01,1.285927915798652776e+01
1.000000000000000000e+00,6.418397228503773810e+00,1.481021409691347301e+01,-8.748833789293311014e-01,-8.670110023587227488e+00,2.637168087738883671e+00,8.854598549589637102e+00,-3.459202739767906110e+01,-7.908539464737826208e+00,8.590345587542790540e+00,-1.869113713151048017e+01,1.365832434084803282e+01,4.736295483931960604e+01,3.376948163044884765e+00,-1.395794882022049954e+01,-4.861055091925114091e+00,9.495225262164623814e+00,-5.517110335102351826e+00,8.396619307108295516e+00,-2.485656660051219902e+01,1.230191859124631293e+01
1.000000000000000000e+00,8.680587136859156061e+00,1.315261816253147309e+01,-1.024563270586129171e+00,-5.525032005622301234e+00,1.961146335139810404e+00,7.660996457662837322e+00,-2.896487600345291114e+01,-1.231881941819163728e+01,1.165410503433263045e+01,-1.343551634508713377e+01,6.611652359828108949e+00,4.439807339944201203e+01,4.137670152776905752e+00,-1.743296381658635852e+01,-1.116332226506427716e+01,3.275578815625181939e+00,1.451089026606151577e+00,7.645822858961810908e+00,-2.156932959250756454e+01,1.280616496515381364e+01
1.000000000000000000e+00,4.238735950975359046e+00,1.583103379239659247e+01,-5.817766403855893387e+00,-6.908989950545493031e+00,-4.356104203350795956e+00,9.359090845316798024e+00,-2.171588405076033013e+01,-2.328729237709894306e+01,1.487134157714895011e+01,-1.516973730698275169e+01,1.348307020956259983e+01,5.101832669358405781e+01,8.326482394077903137e-01,-1.915303601335465800e+01,-1.362552885847719431e+01,1.802589229878246613e+01,-1.583153195523584600e+01,2.479856275032140900e+00,-2.685055447214018187e+01,1.219720309051839635e+01
1.000000000000000000e+00,5.850145935239995154e+00,1.602490656542359204e+01,-4.246353842150136337e+00,-4.852672790314784379e+00,-2.852962367494381368e+00,9.317885266039169778e+00,-2.384405430593190545e+01,-2.354500406385420419e+01,1.674058311918583541e+01,-1.907255195990359908e+01,2.180043227319792010e+01,4.872360250777485646e+01,2.243605546821608954e+00,-2.203955188845266733e+01,-6.247179739384119301e+00,1.799859120735036910e+01,-1.819628446758520468e+01,1.813733044618263790e+00,-3.076948285870866684e+01,1.073386260270804726e+01
