0.000000000000000000e+00,3.736995646162258566e+01,-5.960507061172389598e+01,8.869624015030949238e+01,1.306320277110890231e+02,-1.827501954824538899e+01,4.327689676487448622e+01,-1.394547697645872404e+02,2.744838987794071627e+01,1.131054959598711029e+01,7.303260883317889807e+01
0.000000000000000000e+00,5.517953646845383808e+00,-8.175613825969031723e+01,6.515473975464421130e+01,1.034567910297646307e+02,1.446869506594461230e+00,7.425275088306196380e+01,-9.721095884435183621e+01,2.252510201829336722e+01,2.192354138710089728e+01,2.520553126616387729e+01
0.000000000000000000e+00,-2.269409623423515043e+01,-5.461937103646560843e+01,5.906470147263817694e+01,1.337602431893406845e+02,-3.047357581196460075e+01,6.059868378366371644e+01,-1.105360271381466077e+02,1.043741581219888559e+01,8.562260228769989823e+00,3.938015634478888671e+01
0.000000000000000000e+00,-3.556665575123965795e+01,-3.225826056558287291e+01,7.412844556096877113e+01,1.206950242035667173e+02,-3.099314651033683532e+00,5.391582511692200796e+01,-1.431818818143099747e+02,4.627073531478130164e+00,1.836844355757123992e+01,-8.515211780477786263e+00
0.000000000000000000e+00,-4.069147855002500336e+01,-7.216185140112168028e+01,6.587529608901638767e+01,1.364081760118667432e+02,-1.253811547890375167e+01,6.477281508028791279e+01,-1.505127115201971435e+02,-3.812905106125522359e+00,4.583175259254744560e+01,9.005716219218459884e+00
0.000000000000000000e+00,-6.685165613022810760e+01,-8.223518305681793095e+01,3.068297926211853266e+01,1.793359938615571139e+02,2.462823440385096063e+01,5.681764925410393374e+01,-1.223679680286773674e+02,-1.136344367959069501e+01,5.826899537483348013e+01,6.626780584282696118e+00
0.000000000000000000e+00,-5.310350208928301896e+00,-5.966669978623062320e+01,2.887768032391151252e+01,1.475801008504900835e+02,-3.578040717862008080e+01,7.876173391153632508e+01,-1.576570586660855042e+02,2.965590977928039962e+01,-2.051471872684808417e+01,5.773740336567955822e+00
0.000000000000000000e+00,-1.658482230409153146e+01,-3.562120997341472872e+01,7.198851230835538217e+01,8.824699122523730921e+01,-1.282725003501222893e+01,4.986246438203971820e+01,-9.885495079537561480e+01,-3.868817134787695977e+01,-3.057661496805775769e+01,-3.666525230938295721e+01
0.000000000000000000e+00,-6.108338813237904930e+01,-4.507880161538471953e+01,4.869939706519846112e+01,1.087724884607044942e+02,-1.203919420380283256e+01,7.332400231905656085e+01,-1.037313278471017952e+02,-7.295985174051492095e+01,2.679239677252617113e+01,-2.848176244252328715e+01
0.000000000000000000e+00,-4.220789815585431626e+01,-4.926406919112578464e+01,6.893620502843781139e+01,1.289681619201345484e+02,-2.049899912625884113e+00,6.467794274884295191e+01,-1.239230455787347864e+02,2.083501171156326848e+01,3.722289790724612857e+01,7.900149850948968044e+00
0.000000000000000000e+00,2.013284024179752052e+00,-5.320334376714511393e+01,1.232701600333386871e+01,9.439578368663063657e+01,-3.909143911701781349e+01,1.376339680000638310e+01,-5.952486549856223519e+01,1.609752624319047243e+01,1.054082150263354549e+02,8.303245843070178012e+01
0.000000000000000000e+00,6.082996357749625815e+01,-6.041058639588233348e+01,4.684847927186844174e+01,9.092444655522132280e+01,-4.428637936849698065e+01,3.271753954277421883e+01,-8.376265145081950436e+01,3.626622831273292746e+01,8.615767772629899923e+01,6.925560205406534919e+01
0.000000000000000000e+00,4.773898197457319270e+01,-4.564473155095489432e+01,5.858702297195137731e+01,1.036589745535335396e+02,-1.102854598582459467e+01,3.229530508795154020e+01,-8.939547072851779319e+01,1.109839875662620301e+01,6.263707037666527810e+01,7.368443292647482679e+01
0.000000000000000000e+00,-1.576141868755963316e+01,-2.768516122861662154e+01,7.214625285932744703e+01,1.438544516974678515e+02,-2.189063236990890715e+01,1.649280894230103911e+01,-1.138235681916260660e+02,2.442813575989577757e+01,7.548321363015688235e+00,4.158991860995929812e+01
0.000000000000000000e+00,3.652469141664005292e+01,-3.013494059401294578e+01,4.040072224660446665e+01,1.272056173615443697e+02,-1.843067675381672643e+01,3.398874332708765422e+01,-6.205492842424531830e+01,-1.572923851786471516e+01,3.065256405175304621e+01,3.498966711985166000e+01
0.000000000000000000e+00,-2.396707696666877041e+01,-2.061100121942650887e+01,3.657861311809115534e+01,6.275701983630187186e+01,-3.246208844185250797e+01,7.204829391191087495e+01,-9.604521388368100077e+01,-2.908938975913548575e+01,2.638437940739439824e+01,1.392139478493274041e+01
0.000000000000000000e+00,-1.456940298747580798e+01,-1.779668908041047715e+01,8.426196050308615781e+01,1.412795726300100227e+02,2.002315157517262634e+01,2.743745134248215223e+01,-1.429275383590805291e+02,1.736113257140350363e-01,2.292624027717059221e+01,4.238958434980980172e+01
0.000000000000000000e+00,-2.438949172233679974e+01,-3.188682567559494885e+01,6.136078118331163722e+01,1.396449385547799977e+02,8.488600991042053678e+00,2.067324323745235226e+00,-1.044984381128325737e+02,8.211586823796881873e+00,2.376888403642297476e+01,1.858790479822606656e+01
