1.000000000000000000e+00,1.417072396546602242e+01,-1.780842899701255977e-01,-1.882068831393549413e+00,4.957301544784227687e+00,7.538273123185419422e-01,-2.842986439310962954e+00,-4.165945416337079266e+00,-2.829552722877161641e-01,2.349517233530054039e-01,-3.323062931694994671e+00,-1.308686878397395281e+00,-2.498477720179065997e+00,1.020559586040709288e+00,-9.024030534052731589e-01,1.053606760957795041e+00,5.496785582965144634e-01,1.975973842149499893e+00,-3.445860346607638292e+00,4.451951244112133943e-01,3.973079303286505271e-01
1.000000000000000000e+00,1.351837027951391690e+01,2.850034625133979205e-02,-1.349733258680087200e+00,2.652976715272167940e+00,-2.086709097403405266e-02,-1.038508576023231100e+00,-2.983887706086139513e+00,-1.856243970086943085e+00,3.378584526173654679e-01,-2.454505252076538024e+00,-2.734279087705299149e-01,-2.230121696173574364e+00,1.425150026725221952e+00,-1.371036775817251474e+00,1.588780865643195428e+00,6.109228491024816243e-01,1.018421964211704278e+00,-1.403366064445226380e+00,1.055824904378996676e+00,4.510444438643639309e-01
1.000000000000000000e+00,1.315993796186442211e+01,-2.338466693658506568e+00,-3.680794217704559390e+00,2.174907747170363059e+00,-6.053213731228477279e-01,-2.406345326731070156e+00,-1.809647609518321598e+00,1.324141815487922980e+00,-6.485866480041554971e-02,-2.779784375898140425e+00,-1.371168120290518599e+00,-1.180830714424006889e+00,7.544540857197999939e-01,-1.812793271756944824e+00,-5.708141536369769620e-01,4.186315229777315405e-01,-2.018377065974702456e-01,-2.415975655270867772e+00,-5.675033208196081924e-01,4.778549047682278950e-02
1.000000000000000000e+00,1.361940280313125484e+01,-5.384043309482280382e-01,-2.024446633545134766e+00,1.121958260427973197e+00,-9.877628745279947164e-01,-7.799494061887868313e-01,-3.671933539347500108e+00,-1.520532255308268743e+00,6.027223765745602924e-01,-2.098669197218673510e+00,-9.683543933312694918e-01,-1.715331673525158918e+00,1.240145643420117683e+00,-1.237881760714002466e+00,2.071470368726886502e+00,5.754964333902959917e-01,1.203996663106638998e+00,-8.580769089068254196e-01,1.061378276394103315e+00,2.836293475138624842e-01
1.000000000000000000e+00,1.297171325847934042e+01,4.152594601568522226e-01,-9.015696573063334274e-01,1.312568194332190963e+00,-2.034642599402275209e+00,1.454489275548964677e-01,-3.326357195583430126e+00,-2.182394044498406238e+00,4.613566000814694479e-01,-1.713272457625906409e+00,-5.636055046055268303e-01,-1.101009835606926446e+00,1.009521197358112410e+00,-1.063563049200015209e+00,2.429537835599362872e+00,1.016329791505310998e-01,4.306192289598232970e-01,7.566784999333935335e-01,8.385622343890095642e-01,-4.044988020640795101e-01
1.000000000000000000e+00,1.417191182829637519e+01,-1.150236387721720543e+00,-3.020476116215557560e+00,2.390512663932127246e+00,-1.766705017772706832e+00,-1.378362144814595514e+00,-2.586266006053602240e+00,-1.213141161636556387e+00,-2.841768955719183032e-02,-1.846067574731116601e+00,-1.104549064503709488e+00,-1.482761612610101531e+00,9.814012884897816980e-01,-6.688925716745519612e-01,1.635826397607669680e+00,3.690949765159780016e-01,3.266634012485416516e-01,-1.822966507300892269e+00,4.574914577131480864e-01,8.309498142573306101e-01
1.000000000000000000e+00,1.481591134158920298e+01,-8.073358632144571612e-01,-2.567107012055003246e+00,2.750032246598294705e+00,-9.491247067147678962e-01,-2.887867653030205428e+00,-3.115801195780101729e+00,-1.459893431967166366e-01,-3.945250327980175942e-01,-4.236761523601530577e+00,-1.554429147707915959e+00,-3.465993748579263567e-01,2.596408661308401422e-01,-3.794534464457361422e-01,1.504321352332206096e+00,-2.814855007698550127e-01,1.650556420753190645e+00,-2.862647750367105726e+00,-7.753606984574260563e-01,7.651928796126480359e-01
1.000000000000000000e+00,1.403273530769100752e+01,-1.529434458040622280e+00,-3.833502909108684076e+00,2.262671607591508316e+00,-6.195499901557013356e-01,-2.480485577296771993e+00,-2.369142813876482734e+00,1.064860534697018579e+00,-8.500359419381232629e-01,-2.910231510202875072e+00,-1.782784525434053746e+00,-1.455889971944414274e+00,7.417700372159157229e-01,-6.292983195277546127e-01,8.030943207124096039e-01,-2.816199853486909821e-01,4.662456215873083121e-01,-2.212474905780316803e+00,-4.728080585119881496e-01,6.997724208840327975e-01
1.000000000000000000e+00,1.501530236568721399e+01,7.283203935505455640e-01,-9.130168346031208859e-01,9.051395452261834507e-01,-9.568835149785512861e-01,-1.235596495916491566e+00,-3.760657148264443972e+00,-2.392100868495832700e+00,1.118887775213369407e-01,-3.116975408829407712e+00,-1.042358084328898649e+00,-1.255721982758380317e+00,1.328613136966028119e+00,-1.419990585639294922e+00,3.217245790223590252e+00,5.089501289818225693e-01,2.075611194354860967e+00,2.563417717248528405e-01,3.805804357703077567e-01,2.184175630815812230e-01
1.000000000000000000e+00,1.641955374344998120e+01,-1.081523124509707445e+00,-1.826091080460399141e+00,2.688641083010455013e+00,-1.474950248044804013e-01,-2.038209062812938566e+00,-3.252833736853228519e+00,-1.175192047771028925e+00,-8.753800009934029069e-02,-3.328400492071507344e+00,-1.246030765379042560e+00,-2.468454497753731047e+00,1.281678411252908045e+00,-1.262983856487546852e+00,2.041873969591370575e+00,4.209687543136325649e-01,1.259997449285178428e+00,-2.591998679772289815e+00,7.450025152638878323e-01,9.014557489593515438e-01
