0.000000000000000000e+00,1.124564753846184658e+03,-4.787763568971116115e+02
0.000000000000000000e+00,1.090731224112984819e+03,-6.495653159602478581e+02
0.000000000000000000e+00,2.146760622821145716e+02,-4.301657724818620636e+02
0.000000000000000000e+00,1.319645591010703356e+03,-5.293750260873633806e+02
0.000000000000000000e+00,1.885466389248344740e+03,4.544185970292959382e+02
0.000000000000000000e+00,1.667972284835402888e+03,1.355830991695841931e+03
0.000000000000000000e+00,1.611543345334929199e+03,1.320526578580849446e+03
0.000000000000000000e+00,1.086189988133179668e+03,-5.441662298255013184e+02
0.000000000000000000e+00,1.223576998202928962e+03,-6.221319553102130158e+02
0.000000000000000000e+00,1.212406730870733554e+03,-5.665750493736212547e+02
0.000000000000000000e+00,1.247568176363216253e+03,-5.643320087518472974e+02
0.000000000000000000e+00,1.184068880771722888e+03,-3.050730651011119221e+02
0.000000000000000000e+00,1.173156154983693341e+03,-4.667517878301987366e+02
0.000000000000000000e+00,1.567631295286730392e+03,-6.083567306076686236e+02
0.000000000000000000e+00,1.314490771651924206e+03,-4.612798821936897298e+02
0.000000000000000000e+00,1.160925285523059756e+03,-5.303483499738672435e+02
0.000000000000000000e+00,2.845047961764529987e+02,-6.418639650962199994e+02
0.000000000000000000e+00,1.515950364813342503e+03,1.229618124494765681e+02
0.000000000000000000e+00,1.520247452902554414e+03,-5.123452055219896693e+02
0.000000000000000000e+00,2.693124812378929391e+02,-4.260047415506095376e+02
0.000000000000000000e+00,1.175063594227887506e+03,-6.679834980122569732e+02
0.000000000000000000e+00,1.059949562924579141e+03,9.393776848113280948e+02
0.000000000000000000e+00,1.232083413536554872e+03,-5.173356842611379989e+02
0.000000000000000000e+00,1.134880204671923138e+03,-5.724282891314130666e+02
0.000000000000000000e+00,1.130629372306529149e+03,-4.897578052737651433e+02
0.000000000000000000e+00,1.150065971493074585e+03,-5.215387337111811803e+02
0.000000000000000000e+00,1.263991286775851904e+03,-5.279361111800446906e+02
0.000000000000000000e+00,8.679396213950255969e+02,-4.030406117384898721e+02
0.000000000000000000e+00,1.254833754815079828e+03,-5.229043103484217454e+02
0.000000000000000000e+00,1.970301076796856933e+03,-3.364490248474730265e+02
0.000000000000000000e+00,1.133070135301372829e+03,-3.677842249777304460e+02
0.000000000000000000e+00,1.171056166577756130e+03,-4.833352619606723692e+02
0.000000000000000000e+00,3.639395004333219390e+02,-5.198957403739576648e+02
0.000000000000000000e+00,1.177919443486466889e+03,-5.744198007207303363e+02
0.000000000000000000e+00,9.955736567192617485e+02,-6.088815977414689087e+02
0.000000000000000000e+00,1.913038055394993989e+03,3.635782811517971140e+02
0.000000000000000000e+00,1.129039019865506134e+03,-5.521848749791151931e+02
0.000000000000000000e+00,9.807866901147273211e+02,-5.270404679109639119e+02
0.000000000000000000e+00,1.909353516657751470e+03,6.165967269722049195e+02
0.000000000000000000e+00,1.507777913093449115e+03,5.897247943617255714e+02
0.000000000000000000e+00,4.471752316543815482e+02,-4.372865546760258439e+02
0.000000000000000000e+00,1.948093980625430959e+03,5.776176106542180833e+02
0.000000000000000000e+00,1.112749738220022664e+03,-6.371254401556099083e+02
0.000000000000000000e+00,1.091617902081089824e+03,-5.456168471662240336e+02
0.000000000000000000e+00,1.155205518511763103e+03,-4.035672736124926132e+02
0.000000000000000000e+00,1.107808706792966859e+03,-5.196075484077100555e+02
0.000000000000000000e+00,1.933927847644786198e+03,-1.620835741358907285e+02
0.000000000000000000e+00,1.048144883181003024e+03,-5.806029164212717433e+02
0.000000000000000000e+00,1.156102339169637162e+03,-5.704615111086488923e+02
0.000000000000000000e+00,1.226965754288788503e+03,-4.736304112475673378e+02
0.000000000000000000e+00,2.006206176156766560e+03,5.206281201422814320e+02
0.000000000000000000e+00,1.112701004403626939e+03,-6.013120665759300891e+02
0.000000000000000000e+00,5.890969197387513532e+02,-6.809373587072955161e+02
0.000000000000000000e+00,1.068455677710676810e+03,-6.942257178768732047e+02
0.000000000000000000e+00,1.739375898354877108e+03,6.459923533596905827e+02
0.000000000000000000e+00,1.647736242028872994e+03,2.391754336687615989e+01
0.000000000000000000e+00,1.867810096741954567e+03,5.136426841337722635e+02
0.000000000000000000e+00,1.181369535901156723e+03,-5.495325201065400051e+02
0.000000000000000000e+00,1.108876700733472035e+03,-5.263039937391380363e+02
0.000000000000000000e+00,1.899345449446101838e+03,7.376026477607616698e+02
0.000000000000000000e+00,1.845021523957694626e+03,7.565183599260587926e+02
0.000000000000000000e+00,1.445037789718322983e+03,1.158092394888881699e+03
0.000000000000000000e+00,1.384141628563378163e+03,1.321284456113287433e+03
0.000000000000000000e+00,1.178118265034275737e+03,-5.300525113122153016e+02
0.000000000000000000e+00,3.242106012868050584e+02,-5.531719941753625562e+02
0.000000000000000000e+00,1.095503054246172724e+03,-6.139523293294862469e+02
0.000000000000000000e+00,1.222257937851989254e+03,-5.660588346475781236e+02
0.000000000000000000e+00,1.141426136884382004e+03,-5.694454505396327022e+02
0.000000000000000000e+00,1.143760707147331004e+03,-5.307371961146857302e+02
0.000000000000000000e+00,1.149322036366049360e+03,-6.447650579244130995e+02
