0.000000000000000000e+00,2.849901669003925781e+04,-6.455398482560524371e+02
0.000000000000000000e+00,2.829548384695837012e+04,-2.620993940210672463e+03
0.000000000000000000e+00,2.796889989037194755e+04,6.197260167445651859e+03
0.000000000000000000e+00,2.896477213518511780e+04,-1.129931729550929958e+03
0.000000000000000000e+00,2.804404374763029045e+04,-4.620956029234810558e+03
0.000000000000000000e+00,2.817966783847197439e+04,1.063960084040128322e+03
0.000000000000000000e+00,2.825279847358230472e+04,9.445690713610082412e+02
0.000000000000000000e+00,2.828949130861783487e+04,-9.609500781881217790e+02
0.000000000000000000e+00,2.824001460082296398e+04,-3.362100443576800899e+03
0.000000000000000000e+00,2.810239352722166950e+04,-4.113453683380790608e+03
0.000000000000000000e+00,2.822673485492553664e+04,2.265564761234323669e+03
0.000000000000000000e+00,2.809853276880170597e+04,2.324108304515003510e+03
0.000000000000000000e+00,2.796717467296458199e+04,2.127919042605738298e+02
0.000000000000000000e+00,2.790226042763181249e+04,1.657906076101061288e+01
0.000000000000000000e+00,2.809358566600957784e+04,9.431879417253879865e+02
0.000000000000000000e+00,2.778956494343569284e+04,6.106078466751362612e+03
0.000000000000000000e+00,2.799762660479825354e+04,-2.715248845972340860e+03
0.000000000000000000e+00,2.787139424555470032e+04,-4.447319293886509513e+03
0.000000000000000000e+00,2.829116993308236852e+04,-1.235305824754746709e+03
0.000000000000000000e+00,2.777556996361772690e+04,-4.837483380485838097e+03
0.000000000000000000e+00,2.796994936158994824e+04,-3.542699946566818198e+03
0.000000000000000000e+00,2.803931860416030031e+04,3.679676117688285331e+02
0.000000000000000000e+00,2.814815644323508968e+04,1.773579247394751292e+03
0.000000000000000000e+00,2.795654515301645006e+04,-3.564935120679865577e+03
0.000000000000000000e+00,2.778550908237720796e+04,-4.236388095691067974e+03
0.000000000000000000e+00,2.844555615943266821e+04,2.647933083214040380e+03
0.000000000000000000e+00,2.846664448281153818e+04,4.525746708622989900e+03
0.000000000000000000e+00,2.869160502325140988e+04,3.086928359028610885e+03
0.000000000000000000e+00,2.810384646806642559e+04,6.689568593181461438e+03
0.000000000000000000e+00,2.850576469101298790e+04,4.414014273758130003e+03
